name,symbol,token
SFMP72GD,SFMP72GD-MF,12561
SAKUMA,SAKUMA-BL,13253
685GA31A,685GA31A-SG,2910
RELAXO,RELAXO-BL,24228
IFCI,IFCI-NI,5761
TCNSBRANDS,TCNSBRANDS-EQ,4172
MCL,MCL-BE,22362
769MN34,769MN34-SG,13252
ASCOM,ASCOM-SM,15001
718CG30,718CG30-SG,22163
767TS35,767TS35-SG,13389
LIQUIDETF,LIQUIDETF-EQ,1927
TATACONSUM,TATACONSUM-BL,12821
773GJ32,773GJ32-SG,10648
676GS2061,676GS2061-GS,2317
VIDHIING,VIDHIING-EQ,13536
LICNETFSEN,LICNETFSEN-EQ,11441
70WB31A,70WB31A-SG,6482
785UK32,785UK32-SG,11510
UJJIVANSFB,UJJIVANSFB-EQ,15228
DESTINY,DESTINY-SM,6087
ARIHANTCAP,ARIHANTCAP-BL,3815
IBULHSGFIN,IBULHSGFIN-NO,5842
HDFCMOMENT,HDFCMOMENT-BL,11545
BHARATGEAR,BHARATGEAR-EQ,426
STARCEMENT,STARCEMENT-BL,21094
705TS35,705TS35-SG,5526
GS220226C,GS220226C-GS,4343
AGUL,AGUL-SM,15147
663TN35,663TN35-SG,1652
SGBJUL29IV,SGBJUL29IV-GB,5113
NITIRAJ,NITIRAJ-BL,3253
WANBURY,WANBURY-BE,14067
68RJ31,68RJ31-SG,3752
SHRIRAMFIN,SHRIRAMFIN-ZC,12941
694UP31A,694UP31A-SG,4889
739ML26,739ML26-SG,12289
SGBAUG30,SGBAUG30-GB,11192
745GJ30,745GJ30-SG,20277
JISLDVREQS,JISLDVREQS-BL,25687
AJANTPHARM,AJANTPHARM-EQ,8124
742TN33,742TN33-SG,17221
675BR27,675BR27-SG,4980
743AP39,743AP39-SG,16987
ASTRAMICRO,ASTRAMICRO-EQ,11618
HDFCNEXT50,HDFCNEXT50-EQ,10619
IBULHSGFIN,IBULHSGFIN-YV,11316
771AP42,771AP42-SG,10846
FORTIS,FORTIS-BL,14594
NFL,NFL-EQ,13925
725PN25,725PN25-SG,21721
765GJ29,765GJ29-SG,10233
ITBEES,ITBEES-BL,19086
GODREJIND,GODREJIND-EQ,10925
KAUSHALYA,KAUSHALYA-BL,15139
69UK30,69UK30-SG,22172
CALSOFT,CALSOFT-EQ,8341
706GS2028,706GS2028-GS,14970
NOCIL,NOCIL-BL,12636
GRINDWELL,GRINDWELL-EQ,13560
DCW,DCW-BL,12326
IIFCL,IIFCL-N3,20056
744AP40,744AP40-SG,18411
SGBJUN29II,SGBJUN29II-GB,3743
RESPONIND,RESPONIND-BL,20326
NAVINFLUOR,NAVINFLUOR-EQ,14672
REFEX,REFEX-EQ,17764
KOVAI,KOVAI-EQ,5192
724UP32,724UP32-SG,7856
GUJAPOLLO,GUJAPOLLO-BE,14681
712MP35,712MP35-SG,21966
746TS30,746TS30-SG,18690
JWL,JWL-BL,20227
PARIN,PARIN-SM,5460
CHOLAFIN,CHOLAFIN-N3,15372
PARSVNATH,PARSVNATH-BL,13793
CARYSIL,CARYSIL-BL,1884
NIFTY IT,Nifty IT,99926008
TRITURBINE,TRITURBINE-EQ,25584
RTNPOWER,RTNPOWER-EQ,17520
MAXIND,MAXIND-BL,22429
775SK33,775SK33-SG,14822
TVSSCS,TVSSCS-EQ,18151
INDOBORAX,INDOBORAX-BL,8620
NAGAFERT,NAGAFERT-EQ,17295
722AS29,722AS29-SG,20915
SHANTIGEAR,SHANTIGEAR-BL,12747
BPF02RMD,BPF02RMD-MF,18161
ICICIMOM30,ICICIMOM30-BL,10587
JAIBALAJI,JAIBALAJI-BL,12238
SUDARSCHEM,SUDARSCHEM-EQ,3327
SWANENERGY,SWANENERGY-EQ,27095
MAZDA,MAZDA-EQ,18866
GS220231C,GS220231C-GS,4429
ICICIMOM30,ICICIMOM30-EQ,10585
PFC,PFC-N7,20026
SMSLIFE,SMSLIFE-EQ,21551
PAGEIND,PAGEIND-EQ,14413
KAPSTON,KAPSTON-BL,18970
PTC,PTC-BL,12691
732AP43,732AP43-SG,15780
UFLEX,UFLEX-BL,12371
693UP31A,693UP31A-SG,6744
773AP32,773AP32-SG,14640
78AP31,78AP31-SG,9773
IPCALAB,IPCALAB-EQ,1633
HDFC2638RD,HDFC2638RD-MF,14330
TATAINVEST,TATAINVEST-BL,12815
SGBMR29XII,SGBMR29XII-GB,2810
732KL53,732KL53-SG,16398
648AP27,648AP27-SG,20922
ITDC,ITDC-BL,19302
694WB36,694WB36-SG,7160
KEYFINSERV,KEYFINSERV-EQ,4157
IBULHSGFIN,IBULHSGFIN-Y2,7744
75UP35,75UP35-SG,18085
793WB37,793WB37-SG,11698
GS150624C,GS150624C-GS,4022
745AP40,745AP40-SG,10962
NILKAMAL,NILKAMAL-BL,12632
497AS24,497AS24-SG,5523
DREDGECORP,DREDGECORP-BL,12335
56RJ24,56RJ24-SG,416
REXPIPES,REXPIPES-SM,5309
691AP40,691AP40-SG,3388
MTNL,MTNL-BL,12611
ACL,ACL-EQ,15420
MANAV,MANAV-SM,21697
604GJ26,604GJ26-SG,6209
GALLANTT,GALLANTT-EQ,13337
AUTOAXLES,AUTOAXLES-BL,12228
IGARASHI,IGARASHI-EQ,634
763HR33,763HR33-SG,13627
767AS32,767AS32-SG,11980
ROSSELLIND,ROSSELLIND-EQ,28913
PATANJALI,PATANJALI-BE,17030
MBAPL,MBAPL-BL,12725
SFMP74DR,SFMP74DR-MF,13670
BSHSL,BSHSL-BL,815
764MH33,764MH33-SG,13886
788GS2030,788GS2030-GS,7122
PFS,PFS-BL,22605
ASHIMASYN,ASHIMASYN-EQ,206
LAOPALA,LAOPALA-BL,14426
CORDSCABLE,CORDSCABLE-EQ,15271
ULTRACEMCO,ULTRACEMCO-EQ,11532
RHL,RHL-EQ,15157
755TN53,755TN53-SG,14117
AUBANK,AUBANK-EQ,21238
NIFTY50 TR 2X LEV,Nifty50 TR 2x Lev,99926043
LIBERTSHOE,LIBERTSHOE-EQ,1994
MBAPL,MBAPL-EQ,12686
AFFLE,AFFLE-BL,11345
ORTINLAB,ORTINLAB-BL,2983
KOTAKALPHA,KOTAKALPHA-EQ,7412
BBL,BBL-BL,13764
182D070324,182D070324-TB,18415
VIPCLOTHNG,VIPCLOTHNG-EQ,14843
KREBSBIO,KREBSBIO-BL,12972
685NL31A,685NL31A-SG,3710
IBULHSGFIN,IBULHSGFIN-NT,5857
ALICON,ALICON-BL,13654
678WB35,678WB35-SG,1169
OSWALGREEN,OSWALGREEN-BL,12265
SAMBHAAV,SAMBHAAV-BL,12143
VIRINCHI,VIRINCHI-BE,15304
INDRAMEDCO,INDRAMEDCO-BE,8852
795TS37,795TS37-SG,10642
679WB28A,679WB28A-SG,5344
711MH29,711MH29-SG,8935
LASA,LASA-BL,21722
VERANDA,VERANDA-EQ,8890
GOACARBON,GOACARBON-BL,14690
696HR29,696HR29-SG,8011
SGBFEB27,SGBFEB27-GB,8766
BPL,BPL-EQ,530
IIFL,IIFL-NU,13858
ADANIPOWER,ADANIPOWER-BL,17391
743TS54,743TS54-SG,22211
PDSL,PDSL-BL,5267
UTIDMP35P1,UTIDMP35P1-MF,12041
MOKSH,MOKSH-BL,3599
GATECHDVR,GATECHDVR-BL,24
764WB42,764WB42-SG,13621
URJA,URJA-EQ,20203
674GA30,674GA30-SG,165
QUADPRO,QUADPRO-SM,5870
SBIETFCON,SBIETFCON-BL,5171
691RJ31A,691RJ31A-SG,5541
730AS29,730AS29-SG,21213
74GJ27,74GJ27-SG,18688
RANEHOLDIN,RANEHOLDIN-BL,12707
KHADIM,KHADIM-EQ,425
746MP38A,746MP38A-SG,18994
VAKRANGEE,VAKRANGEE-BL,13344
UCAL,UCAL-BE,7739
781HR32B,781HR32B-SG,10461
TOTAL,TOTAL-EQ,22423
753BR32,753BR32-SG,10923
SPIC,SPIC-EQ,3252
GABRIEL,GABRIEL-BL,12377
774PN39,774PN39-SG,14653
SGBSEP27,SGBSEP27-GB,13209
714RJ32,714RJ32-SG,7819
673TN40,673TN40-SG,1254
PARAGMILK,PARAGMILK-EQ,17130
SONAMCLOCK,SONAMCLOCK-EQ,8806
ANDHRAPAP,ANDHRAPAP-EQ,166
INNOVATIVE,INNOVATIVE-SM,21861
CORALFINAC,CORALFINAC-BL,12939
716UP31,716UP31-SG,2759
CENTURYTEX,CENTURYTEX-EQ,625
781HR32A,781HR32A-SG,10331
UTIRGR36P1,UTIRGR36P1-MF,14399
782PN42,782PN42-SG,10558
DENEERS,DENEERS-SM,15449
ICICINV20,ICICINV20-EQ,17475
694UK31,694UK31-SG,4891
663HP33,663HP33-SG,2023
ADORWELD,ADORWELD-BL,12186
NIFTY AUTO,Nifty Auto,99926029
744ML31,744ML31-SG,17116
ICICIQTY30,ICICIQTY30-BL,17820
699KA28,699KA28-SG,2735
182D291223,182D291223-TB,17008
SELMC,SELMC-BL,6271
IBULHSGFIN,IBULHSGFIN-ZU,13465
051NSETEST,051NSETEST-EQ,14758
AETHER,AETHER-EQ,9810
694TS60,694TS60-SG,22207
HDFC1359DD,HDFC1359DD-MF,11559
ADFFOODS,ADFFOODS-EQ,19761
ARIES,ARIES-BL,15207
NATCOPHARM,NATCOPHARM-BL,12622
769AS33,769AS33-SG,13959
BANSWRAS,BANSWRAS-EQ,14511
L&TFINANCE,L&TFINANCE-NB,9212
726GJ29,726GJ29-SG,21032
POONAWALLA,POONAWALLA-N4,9966
INGERRAND,INGERRAND-EQ,1597
769HR27,769HR27-SG,9873
HDFC2638RQ,HDFC2638RQ-MF,14332
ABCAPITAL,ABCAPITAL-BL,21617
777MP43,777MP43-SG,14451
ADFFOODS,ADFFOODS-BL,19764
661RJ30,661RJ30-SG,1083
NIFTY GROWSECT 15,Nifty GrowSect 15,99926001
ZUARIIND,ZUARIIND-EQ,3827
JTEKTINDIA,JTEKTINDIA-BL,12770
NCC,NCC-EQ,2319
BSLNIFTY,BSLNIFTY-BL,24782
694CG29,694CG29-SG,2907
AARTIPHARM,AARTIPHARM-EQ,13868
MOM50,MOM50-BL,19290
BOROLTD,BOROLTD-BL,19402
WOCKPHARMA,WOCKPHARMA-BL,12896
PETRONET,PETRONET-EQ,11351
HCC,HCC-EQ,1375
MAXIND,MAXIND-EQ,22428
SAMHI,SAMHI-EQ,18614
POWERMECH,POWERMECH-BL,10469
SERVOTECH,SERVOTECH-BL,5514
NHAI,NHAI-ND,14522
HLEGLAS,HLEGLAS-BL,2295
722UP30,722UP30-SG,22089
BHANDA-RE,BHANDA-RE-BE,19050
694UP31,694UP31-SG,2140
IDBI,IDBI-BL,12460
NIFTY50 DIV POINT,Nifty50 Div Point,99926038
727MH30,727MH30-SG,21942
GUJGASLTD,GUJGASLTD-EQ,10599
765TN53,765TN53-SG,13997
STARPAPER,STARPAPER-BL,12781
GODFRYPHLP,GODFRYPHLP-EQ,1181
ICICI10GS,ICICI10GS-BL,13148
763PN39,763PN39-SG,12706
IIHFL,IIHFL-ND,7671
DHANILOANS,DHANILOANS-NX,8067
771AP39,771AP39-SG,10847
653KA30,653KA30-SG,1365
SGBDEC2512,SGBDEC2512-GB,795
715WB35,715WB35-SG,22150
364D180424,364D180424-TB,15120
SMSPHARMA,SMSPHARMA-BL,14331
716KA36,716KA36-SG,8190
771AP33,771AP33-SG,14270
GPPL,GPPL-BL,19734
VIPCLOTHNG,VIPCLOTHNG-BL,14846
741WB42,741WB42-SG,18686
AWHCL,AWHCL-EQ,1797
674UP30,674UP30-SG,161
GFSTEELS,GFSTEELS-BL,11057
364D230524,364D230524-TB,16124
BHALCHANDR,BHALCHANDR-IT,9985
67JK32,67JK32-SG,1253
IBUCCREDIT,IBUCCREDIT-NN,14036
601RJ26,601RJ26-SG,5994
BALMLAWRIE,BALMLAWRIE-EQ,338
775TN32,775TN32-SG,10651
H1861D46RQ,H1861D46RQ-MF,8465
78KL45,78KL45-SG,11770
ADSL,ADSL-EQ,14813
MSPL,MSPL-BE,11922
GS101125C,GS101125C-GS,4246
778MH30,778MH30-SG,11678
NIFTY 100,Nifty 100,99926012
ABBOTINDIA,ABBOTINDIA-EQ,17903
ESG,ESG-BL,1206
78ML31,78ML31-SG,9774
MASPTOP50,MASPTOP50-EQ,5782
DIAMONDYD,DIAMONDYD-BL,21843
MANAPPURAM,MANAPPURAM-EQ,19061
METROBRAND,METROBRAND-BL,7249
GLS,GLS-BL,5276
NSIL,NSIL-EQ,11239
736MH28,736MH28-SG,15009
BAYERCROP,BAYERCROP-EQ,17927
UJAAS,UJAAS-BL,25539
723WB32,723WB32-SG,7857
BETA,BETA-SM,81
IIHFL,IIHFL-NC,7668
IRFC,IRFC-NH,11748
ACCELYA,ACCELYA-EQ,7053
IBULHSGFIN,IBULHSGFIN-YM,9209
684UK31,684UK31-SG,2919
FSL,FSL-BL,14306
729GJ32,729GJ32-SG,8683
NIFMID150,NIFMID150-BL,18352
JUBLPHARMA,JUBLPHARMA-BL,12525
74GS2062,74GS2062-GS,10981
MEGASTAR,MEGASTAR-EQ,8153
BIGBLOC,BIGBLOC-EQ,18431
DBSTOCKBRO,DBSTOCKBRO-BL,31110
MOMENTUM,MOMENTUM-EQ,10693
ORTINLAB,ORTINLAB-BE,2980
SBGLP,SBGLP-EQ,14139
UNITEDPOLY,UNITEDPOLY-BE,7564
KAMOPAINTS,KAMOPAINTS-BL,13815
ROSSARI,ROSSARI-EQ,19410
SGBAPR28I,SGBAPR28I-GB,18862
744MP35,744MP35-SG,18703
GS150625C,GS150625C-GS,4154
644GJ29A,644GJ29A-SG,22337
IRFC,IRFC-NJ,11754
FINOPB,FINOPB-EQ,6579
726WB34,726WB34-SG,22146
741GJ26,741GJ26-SG,11588
ATULAUTO,ATULAUTO-EQ,30023
ASAHISONG,ASAHISONG-EQ,25088
SATINDLTD,SATINDLTD-EQ,12015
ZEEMEDIA,ZEEMEDIA-EQ,14003
TERASOFT,TERASOFT-BL,19295
SHREYANIND,SHREYANIND-BE,9054
745HR32,745HR32-SG,10955
771GJ34,771GJ34-SG,14432
673TS50,673TS50-SG,1256
684PN31,684PN31-SG,5883
KIMS,KIMS-EQ,4847
66GJ29,66GJ29-SG,21650
ANIKINDS,ANIKINDS-BL,16660
779AP31,779AP31-SG,10458
PILITA,PILITA-BL,30839
747HR33A,747HR33A-SG,18946
AARTIDRUGS,AARTIDRUGS-BL,12042
678RJ31,678RJ31-SG,3241
722KA38A,722KA38A-SG,2578
646RJ30,646RJ30-SG,22340
532AS25,532AS25-SG,1210
BTML,BTML-BL,14153
GUJRAFFIA,GUJRAFFIA-BE,10097
NTPC,NTPC-NC,10749
MUNJALAU,MUNJALAU-BL,13514
CRAYONS,CRAYONS-SM,16419
FISTIPD3GP,FISTIPD3GP-MF,18198
GS090325C,GS090325C-GS,4125
NIRMAN,NIRMAN-SM,14722
IBULHSGFIN,IBULHSGFIN-AN,14718
DOLLEX,DOLLEX-SM,13323
705MZ35,705MZ35-SG,316
GODREJIND,GODREJIND-BL,12402
MMTC,MMTC-EQ,17957
VASCONEQ,VASCONEQ-EQ,18110
HISARMETAL,HISARMETAL-BE,19326
REPCOHOME,REPCOHOME-EQ,29598
NBIFIN,NBIFIN-EQ,19111
SBIN,SBIN-BL,12740
CYIENT,CYIENT-EQ,5748
71TN32,71TN32-SG,8292
EMUDHRA,EMUDHRA-EQ,9756
INDSWFTLAB,INDSWFTLAB-BL,12483
FLEXITUFF,FLEXITUFF-BL,25515
STARCEMENT,STARCEMENT-EQ,21091
ARCHIDPLY,ARCHIDPLY-BL,16798
CAREERP,CAREERP-BE,20090
ABSLFTUJRG,ABSLFTUJRG-MF,14802
IBULHSGFIN,IBULHSGFIN-YK,9191
713TS37,713TS37-SG,8299
NH,NH-EQ,11840
755GA32,755GA32-SG,13124
LICNETFSEN,LICNETFSEN-BL,11444
MINDPOOL,MINDPOOL-SM,8900
749MH30,749MH30-SG,15015
NIITMTS,NIITMTS-EQ,17747
INDOCO,INDOCO-EQ,11677
696RJ41,696RJ41-SG,2147
GOLDTECH,GOLDTECH-BE,9878
VPRPL,VPRPL-BL,18344
PANAMAPET,PANAMAPET-BL,25395
GS101025C,GS101025C-GS,4215
182D250124,182D250124-TB,17469
SDBL,SDBL-EQ,1338
FELDVR,FELDVR-BL,17005
DHANBANK,DHANBANK-EQ,11359
MRO-TEK,MRO-TEK-EQ,8998
AUTOIND,AUTOIND-BE,14110
757JK34,757JK34-SG,11096
NTPC,NTPC-N4,31764
769MP43,769MP43-SG,14352
KTKBANK,KTKBANK-BL,12552
794TS36,794TS36-SG,10212
GFLLIMITED,GFLLIMITED-EQ,1289
MANYAVAR,MANYAVAR-BL,8178
NIFTY 500,Nifty 500,99926004
718MP30,718MP30-SG,21972
TINPLATE,TINPLATE-BL,13173
794AP34,794AP34-SG,10206
748AP38,748AP38-SG,8363
HEADSUP,HEADSUP-EQ,19205
VARROC,VARROC-EQ,3857
802AP38,802AP38-SG,10383
SFMP61DR,SFMP61DR-MF,8647
76MH30,76MH30-SG,21934
684RJ30,684RJ30-SG,22068
KSL,KSL-BL,18893
793TS35,793TS35-SG,10207
364D231123,364D231123-TB,12370
VMART,VMART-EQ,29284
TIMKEN,TIMKEN-EQ,14198
PRIMESECU,PRIMESECU-BL,12687
ALKEM,ALKEM-BL,11715
733TN57,733TN57-SG,8372
TGBHOTELS,TGBHOTELS-BL,14609
CAPTRUST,CAPTRUST-BL,19450
678RJ30,678RJ30-SG,22063
PRECAM,PRECAM-EQ,12603
IREDA,IREDA-N2,1380
IBULHSGFIN,IBULHSGFIN-AW,17521
727MZ33,727MZ33-SG,2683
GS150324C,GS150324C-GS,3996
649TS50,649TS50-SG,22263
718MH30,718MH30-SG,8934
SSFL,SSFL-SM,18056
JWL,JWL-EQ,20224
745TN43,745TN43-SG,17112
JSWINFRA,JSWINFRA-EQ,19020
IVC,IVC-BE,8942
DMCC,DMCC-BL,6979
VIVO,VIVO-SM,7610
DHANI,DHANI-BE,15388
KAUSHALYA,KAUSHALYA-EQ,15136
M&M,M&M-BL,12567
OLECTRA,OLECTRA-EQ,10637
687KA31,687KA31-SG,6887
VLSFINANCE,VLSFINANCE-BL,12883
BFSI,BFSI-BL,5222
703AP40,703AP40-SG,475
BOHRAIND,BOHRAIND-BE,11641
779RJ32,779RJ32-SG,11404
GS220240C,GS220240C-GS,4520
IEX,IEX-BL,223
PENINLAND,PENINLAND-BL,12109
BKMINDST,BKMINDST-BZ,5789
LUPIN,LUPIN-EQ,10440
INDIGRID,INDIGRID-ND,3425
AXISHCETF,AXISHCETF-BL,3616
RUCHIRA,RUCHIRA-EQ,13821
GLOBAL,GLOBAL-BL,1419
TATACAPHSG,TATACAPHSG-N7,16838
SUMEETINDS,SUMEETINDS-BL,20793
732AS32,732AS32-SG,8138
658UP30,658UP30-SG,1239
HARRMALAYA,HARRMALAYA-BL,12425
645BR27,645BR27-SG,3695
IIFCL,IIFCL-N1,20052
NMFINAIDR1,NMFINAIDR1-MF,30215
JKCEMENT,JKCEMENT-BL,13272
FRETAIL,FRETAIL-BZ,11736
725GJ32,725GJ32-SG,8354
ABSLFTTIRN,ABSLFTTIRN-MF,4972
GS100425C,GS100425C-GS,4134
IPCALAB,IPCALAB-BL,12493
71MH32,71MH32-SG,313
MODISONLTD,MODISONLTD-BE,3325
642MN30,642MN30-SG,21919
YATRA,YATRA-EQ,18760
INDIANB,INDIANB-BL,14311
687JH31,687JH31-SG,5676
TV18BRDCST,TV18BRDCST-EQ,14208
77PN42,77PN42-SG,11416
EMKAYTOOLS,EMKAYTOOLS-SM,10253
RECLTD,RECLTD-N6,30984
747GJ25,747GJ25-SG,11674
GAYAPROJ,GAYAPROJ-BE,25027
ALANKIT,ALANKIT-BL,9924
BIKAJI,BIKAJI-BL,11973
MOHITIND,MOHITIND-BL,29426
CHEVIOT,CHEVIOT-EQ,9879
NIFTY GS 8 13YR,Nifty GS 8 13Yr,99926049
AGSTRA,AGSTRA-BL,7938
74HR33,74HR33-SG,16979
655MH28,655MH28-SG,605
DYCL,DYCL-BL,10426
TECH,TECH-EQ,6462
IIFL,IIFL-BL,12474
778UP35,778UP35-SG,14649
SELAN,SELAN-BL,13603
737SK33,737SK33-SG,16239
SAMPANN,SAMPANN-BE,27307
538CG25,538CG25-SG,835
782AS32A,782AS32A-SG,11764
IBULHSGFIN,IBULHSGFIN-Z9,11368
SAGARDEEP,SAGARDEEP-BL,8177
MOM100,MOM100-BL,21424
BIL,BIL-BE,7853
ARVEE,ARVEE-BL,2824
684RJ31B,684RJ31B-SG,6990
EMSLIMITED,EMSLIMITED-EQ,18593
AXISCETF,AXISCETF-BL,5734
743AP31,743AP31-SG,15264
MEDICAMEQ,MEDICAMEQ-EQ,6278
770MH32,770MH32-SG,9722
COLPAL,COLPAL-BL,15145
ZOMATO,ZOMATO-EQ,5097
AKSHARCHEM,AKSHARCHEM-BL,20181
735TS45,735TS45-SG,16815
UNIVPHOTO,UNIVPHOTO-BL,17660
RVNL,RVNL-BL,9562
AHLEAST,AHLEAST-BL,19441
724HR29,724HR29-SG,20519
SHAREINDIA,SHAREINDIA-BL,110
668AP39,668AP39-SG,22455
AIAENG,AIAENG-EQ,13086
COCHINSHIP,COCHINSHIP-EQ,21508
737BR30,737BR30-SG,17322
IRFC,IRFC-NM,15112
SAROJA,SAROJA-SM,18506
PETRONET,PETRONET-BL,12669
TCFSL,TCFSL-NE,5056
CDSL,CDSL-EQ,21174
DBL,DBL-EQ,18086
HDFCAMC,HDFCAMC-EQ,4244
GS020725C,GS020725C-GS,4175
NIFTY100 QUALTY30,NIFTY100 Qualty30,99926048
UPL,UPL-EQ,11287
689AP35,689AP35-SG,2086
703TN51,703TN51-SG,3722
VOLTAMP,VOLTAMP-EQ,13577
GEECEE,GEECEE-EQ,13658
ADORWELD,ADORWELD-EQ,34
L&TFINANCE,L&TFINANCE-NN,9622
364D130624,364D130624-TB,16847
CYIENT,CYIENT-BL,12487
APOLLOPIPE,APOLLOPIPE-EQ,14361
NIFTY MID LIQ 15,Nifty Mid Liq 15,99926046
769MZ37,769MZ37-SG,13897
624MH28,624MH28-SG,21947
DAMODARIND,DAMODARIND-BL,17568
656MH32,656MH32-SG,1000
QGOLDHALF,QGOLDHALF-EQ,15330
GFLLIMITED,GFLLIMITED-BL,12421
719ML41,719ML41-SG,4895
HDFCSENSEX,HDFCSENSEX-BL,11594
AARTISURF,AARTISURF-BL,19262
ACI,ACI-BL,12030
THEINVEST,THEINVEST-EQ,21427
VEEKAYEM,VEEKAYEM-SM,10710
703TS51,703TS51-SG,4556
ASTEC,ASTEC-BL,17731
734TR36,734TR36-SG,2394
BHAGERIA,BHAGERIA-BL,13426
BEARDSELL,BEARDSELL-BE,17937
TATAPOWER,TATAPOWER-BL,12818
NAM-INDIA,NAM-INDIA-EQ,357
NIFTY 200,Nifty 200,99926033
GLOBAL,GLOBAL-EQ,1415
MANOMAY,MANOMAY-BL,13762
NAUKRI,NAUKRI-BL,13755
DREDGECORP,DREDGECORP-EQ,11271
SCHAEFFLER,SCHAEFFLER-EQ,1011
HNDFDS,HNDFDS-EQ,12173
72AS29,72AS29-SG,20960
736TS41,736TS41-SG,16809
ORIENTPPR,ORIENTPPR-BL,12652
MSTCLTD,MSTCLTD-EQ,9356
HDFC1204DQ,HDFC1204DQ-MF,13543
CLEDUCATE,CLEDUCATE-EQ,20223
VIKASECO,VIKASECO-BE,25760
IBUCCREDIT,IBUCCREDIT-NZ,15253
DCXINDIA,DCXINDIA-BL,11901
INTELLECT,INTELLECT-EQ,5926
KSL,KSL-EQ,18889
BRIGHT,BRIGHT-SM,3901
CAMS,CAMS-EQ,342
622GS2035,622GS2035-GS,953
SUKHJITS,SUKHJITS-BL,11807
INDIGRID,INDIGRID-NJ,3464
ORIENTELEC,ORIENTELEC-EQ,2972
SHUBHLAXMI,SHUBHLAXMI-SM,6451
PDSL,PDSL-EQ,5264
HEALTHY,HEALTHY-BL,6303
HINDCOMPOS,HINDCOMPOS-BL,12082
699KL36,699KL36-SG,5891
NIFTY DIV OPPS 50,Nifty Div Opps 50,99926034
JPPOWER,JPPOWER-EQ,11763
SIDDHIKA,SIDDHIKA-SM,3148
64GJ30A,64GJ30A-SG,846
VOLTAMP,VOLTAMP-BL,13579
MAHLOG,MAHLOG-EQ,385
745AS33,745AS33-SG,17117
GSS,GSS-BL,15350
VALIANTORG,VALIANTORG-BL,333
AMDIND,AMDIND-EQ,14398
182D110124,182D110124-TB,17264
EXPLEOSOL,EXPLEOSOL-BL,17489
67PN40,67PN40-SG,22456
SHALBY,SHALBY-BL,719
MHRIL,MHRIL-BL,17336
729NL29,729NL29-SG,21998
IFGLEXPOR,IFGLEXPOR-EQ,436
ORIENTALTL,ORIENTALTL-EQ,14346
INCREDFIN,INCREDFIN-N3,11485
BAJAJHLDNG,BAJAJHLDNG-EQ,305
781UP34A,781UP34A-SG,14830
GREENPLY,GREENPLY-EQ,3987
AURUMPP,AURUMPP-E1,9643
KPITTECH,KPITTECH-EQ,9683
MAGADSUGAR,MAGADSUGAR-EQ,21392
CESC,CESC-BL,12293
AKSHARCHEM,AKSHARCHEM-EQ,20178
364D281223,364D281223-TB,13407
617KL27,617KL27-SG,1709
722GA29,722GA29-SG,20916
MOLDTECH,MOLDTECH-EQ,17625
H1162D46DQ,H1162D46DQ-MF,8543
739TN53,739TN53-SG,17003
BEML,BEML-EQ,395
IBUCCREDIT,IBUCCREDIT-NJ,14028
IBULHSGFIN,IBULHSGFIN-ND,18634
667UP30,667UP30-SG,22414
AARVEEDEN,AARVEEDEN-BL,13774
69HP30,69HP30-SG,446
UTIRFP35P2,UTIRFP35P2-MF,13158
SGBMAY26,SGBMAY26-GB,2891
IBULHSGFIN,IBULHSGFIN-AK,14704
EVERESTIND,EVERESTIND-BL,12359
810JH32,810JH32-SG,22199
742HP38,742HP38-SG,18409
CYBERTECH,CYBERTECH-EQ,6051
EUROTEXIND,EUROTEXIND-BE,8886
MALUPAPER,MALUPAPER-EQ,13352
NGIL,NGIL-EQ,5401
589AP25,589AP25-SG,20697
AVTNPL,AVTNPL-EQ,14008
TIIL,TIIL-BL,14225
ENDURANCE,ENDURANCE-BL,18825
SURYODAY,SURYODAY-EQ,2970
SILGO,SILGO-BE,2495
ISMTLTD,ISMTLTD-EQ,14932
742KL43,742KL43-SG,17257
INOXWIND,INOXWIND-BL,7860
719WB36,719WB36-SG,2762
CHOICEIN,CHOICEIN-BL,8873
719MP40,719MP40-SG,21967
SETFGOLD,SETFGOLD-BL,17273
VINSYS,VINSYS-SM,17898
IIFLSEC,IIFLSEC-BL,13073
694MP35,694MP35-SG,21979
ORBTEXP,ORBTEXP-BE,31479
712WB36,712WB36-SG,7548
INDBANK,INDBANK-BE,16937
UNIVCABLES,UNIVCABLES-EQ,3607
MEDPLUS,MEDPLUS-BL,7258
IBULHSGFIN,IBULHSGFIN-AI,14721
ASTEC,ASTEC-EQ,17728
APLAPOLLO,APLAPOLLO-EQ,25780
RAJSREESUG,RAJSREESUG-BE,8610
768PN39,768PN39-SG,13398
IBUCCREDIT,IBUCCREDIT-NV,15240
NIFTY GS 10YR CLN,Nifty GS 10Yr Cln,99926051
GS231224C,GS231224C-GS,4098
704MZ33,704MZ33-SG,2143
664TS50,664TS50-SG,22183
ICICICOMMO,ICICICOMMO-BL,13202
734NL32,734NL32-SG,8698
708UP31,708UP31-SG,2264
722AP31,722AP31-SG,22215
703HR40,703HR40-SG,21236
ICICIBANK,ICICIBANK-BL,12458
BALRAMCHIN,BALRAMCHIN-BL,12241
772GS2025,772GS2025-GS,7123
PAYTM,PAYTM-EQ,6705
IBUCCREDIT,IBUCCREDIT-NC,4936
613GS2028,613GS2028-GS,6868
HARDWYN,HARDWYN-BL,8966
745HR33,745HR33-SG,18694
